date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:37:12	7222/7222	---M--	200	added ('OK')	image/png	etag:%221c36-5d76f07d7144b%22	https://themesbrand.com/velzon/html/default/assets/images/logo-sm.png	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/logo-sm.png	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:12	3960/3960	---M--	200	added ('OK')	image/png	etag:%22f78-5d76f07d7144b%22	https://themesbrand.com/velzon/html/default/assets/images/logo-dark.png	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/logo-dark.png	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:12	3722/3722	---M--	200	added ('OK')	image/png	etag:%22e8a-5d76f07d7144b%22	https://themesbrand.com/velzon/html/default/assets/images/logo-light.png	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/logo-light.png	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:13	17336/17336	---M--	200	added ('OK')	image/jpeg	etag:%2243b8-5f3b1ea3bd162%22	https://themesbrand.com/velzon/html/default/assets/images/users/avatar-2.jpg	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/users/avatar-2.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:13	11267/11267	---M--	200	added ('OK')	image/jpeg	etag:%222c03-5f3b1ea3bd162%22	https://themesbrand.com/velzon/html/default/assets/images/users/avatar-3.jpg	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/users/avatar-3.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:13	11561/11561	---M--	200	added ('OK')	image/jpeg	etag:%222d29-5f3b1ea3bd162%22	https://themesbrand.com/velzon/html/default/assets/images/users/avatar-5.jpg	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/users/avatar-5.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:13	297516/297516	---M-Z	200	added ('OK')	text/html	etag:%2248a2c-6005e6c548b0c-gzip%22	https://themesbrand.com/velzon/html/default/pages-search-results.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/pages-search-results.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:14	16289/16289	---M--	200	added ('OK')	image/svg+xml	etag:%223fa1-5d76f07d7144b%22	https://themesbrand.com/velzon/html/default/assets/images/flags/us.svg	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/flags/us.svg	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:14	5913/5913	---M--	200	added ('OK')	image/svg+xml	etag:%221719-5d76f07d7144b%22	https://themesbrand.com/velzon/html/default/assets/images/flags/spain.svg	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/flags/spain.svg	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:14	690/690	---M--	200	added ('OK')	image/svg+xml	etag:%222b2-5d76f07d7144b%22	https://themesbrand.com/velzon/html/default/assets/images/flags/germany.svg	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/flags/germany.svg	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:14	690/690	---M--	200	added ('OK')	image/svg+xml	etag:%222b2-5d76f07d7144b%22	https://themesbrand.com/velzon/html/default/assets/images/flags/italy.svg	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/flags/italy.svg	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:14	702/702	---M--	200	added ('OK')	image/svg+xml	etag:%222be-5d76f07d7144b%22	https://themesbrand.com/velzon/html/default/assets/images/flags/russia.svg	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/flags/russia.svg	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:15	2483/2483	---M--	200	added ('OK')	image/svg+xml	etag:%229b3-5d76f07d7144b%22	https://themesbrand.com/velzon/html/default/assets/images/flags/china.svg	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/flags/china.svg	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:15	428/428	---M--	200	added ('OK')	image/svg+xml	etag:%221ac-5e9a11afb7852%22	https://themesbrand.com/velzon/html/default/assets/images/flags/french.svg	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/flags/french.svg	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:15	259/259	---M--	200	added ('OK')	image/svg+xml	etag:%22103-5e9a11afb5912%22	https://themesbrand.com/velzon/html/default/assets/images/flags/ae.svg	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/flags/ae.svg	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:15	1454/1454	---M--	200	added ('OK')	image/png	etag:%225ae-5d76f07d6d5ca%22	https://themesbrand.com/velzon/html/default/assets/images/brands/github.png	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/brands/github.png	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:16	701/701	---M--	200	added ('OK')	image/png	etag:%222bd-5d76f07d6d5ca%22	https://themesbrand.com/velzon/html/default/assets/images/brands/bitbucket.png	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/brands/bitbucket.png	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:16	911/911	---M--	200	added ('OK')	image/png	etag:%2238f-5d76f07d6d5ca%22	https://themesbrand.com/velzon/html/default/assets/images/brands/dribbble.png	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/brands/dribbble.png	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:16	772/772	---M--	200	added ('OK')	image/png	etag:%22304-5d76f07d6d5ca%22	https://themesbrand.com/velzon/html/default/assets/images/brands/dropbox.png	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/brands/dropbox.png	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:16	1428/1428	---M--	200	added ('OK')	image/png	etag:%22594-5d76f07d6d5ca%22	https://themesbrand.com/velzon/html/default/assets/images/brands/mail_chimp.png	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/brands/mail_chimp.png	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:16	2691/2691	---M--	200	added ('OK')	image/png	etag:%22a83-5d76f07d6d5ca%22	https://themesbrand.com/velzon/html/default/assets/images/brands/slack.png	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/brands/slack.png	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:17	220607/220607	---M-Z	200	added ('OK')	text/html	etag:%2235dbf-6005e6c4ebeaa-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-products.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-products.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:17	62563/62563	---M--	200	added ('OK')	image/png	etag:%22f463-5e9a11afbc672%22	https://themesbrand.com/velzon/html/default/assets/images/products/img-1.png	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/products/img-1.png	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:17	247201/247201	---M-Z	200	added ('OK')	text/html	etag:%223c5a1-6005e6c4ebeaa-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-product-details.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-product-details.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:18	54572/54572	---M--	200	added ('OK')	image/png	etag:%22d52c-5e9a11afbc672%22	https://themesbrand.com/velzon/html/default/assets/images/products/img-2.png	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/products/img-2.png	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:18	100267/100267	---M--	200	added ('OK')	image/png	etag:%22187ab-5e9a11afbd612%22	https://themesbrand.com/velzon/html/default/assets/images/products/img-3.png	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/products/img-3.png	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:18	73544/73544	---M--	200	added ('OK')	image/png	etag:%2211f48-5e9a11afbd612%22	https://themesbrand.com/velzon/html/default/assets/images/products/img-6.png	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/products/img-6.png	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:18	68652/68652	---M--	200	added ('OK')	image/png	etag:%2210c2c-5e9a11afbd612%22	https://themesbrand.com/velzon/html/default/assets/images/products/img-5.png	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/products/img-5.png	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:19	231097/231097	---M-Z	200	added ('OK')	text/html	etag:%22386b9-6005e6c4ebeaa-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-checkout.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-checkout.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:19	9460/9460	---M--	200	added ('OK')	image/jpeg	etag:%2224f4-5f3b1ea3bd162%22	https://themesbrand.com/velzon/html/default/assets/images/users/avatar-8.jpg	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/users/avatar-8.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:19	11948/11948	---M--	200	added ('OK')	image/jpeg	etag:%222eac-5f3b1ea3bd162%22	https://themesbrand.com/velzon/html/default/assets/images/users/avatar-6.jpg	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/users/avatar-6.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:19	9022/9022	---M--	200	added ('OK')	image/jpeg	etag:%22233e-5f649bd22c15f%22	https://themesbrand.com/velzon/html/default/assets/images/users/avatar-1.jpg	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/assets/images/users/avatar-1.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:19	412633/412633	---M-Z	200	added ('OK')	text/html	etag:%2264bd9-6005e6c548b0c-gzip%22	https://themesbrand.com/velzon/html/default/pages-profile.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/pages-profile.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:20	230663/230663	---M-Z	200	added ('OK')	text/html	etag:%2238507-6005e6c4e9f6a-gzip%22	https://themesbrand.com/velzon/html/default/apps-chat.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-chat.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:20	294447/294447	---M-Z	200	added ('OK')	text/html	etag:%2247e2f-6005e6c4f0cca-gzip%22	https://themesbrand.com/velzon/html/default/apps-tasks-kanban.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-tasks-kanban.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:20	211617/211617	---M-Z	200	added ('OK')	text/html	etag:%2233aa1-6005e6c547b6c-gzip%22	https://themesbrand.com/velzon/html/default/pages-faqs.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/pages-faqs.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:20	239880/239880	---M-Z	200	added ('OK')	text/html	etag:%223a908-6005e6c548b0c-gzip%22	https://themesbrand.com/velzon/html/default/pages-profile-settings.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/pages-profile-settings.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:21	5919/5919	---M-Z	200	added ('OK')	text/html	etag:%22171f-5e9a11b01a275-gzip%22	https://themesbrand.com/velzon/html/default/auth-lockscreen-basic.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/auth-lockscreen-basic.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:21	5011/5011	---M-Z	200	added ('OK')	text/html	etag:%221393-5e9a11b01b215-gzip%22	https://themesbrand.com/velzon/html/default/auth-logout-basic.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/auth-logout-basic.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:21	230991/230991	---M-Z	200	added ('OK')	text/html	etag:%223864f-6005e6c53fe6c-gzip%22	https://themesbrand.com/velzon/html/default/dashboard-analytics.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/dashboard-analytics.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:21	246277/246277	---M-Z	200	added ('OK')	text/html	etag:%223c205-6005e6c540e0c-gzip%22	https://themesbrand.com/velzon/html/default/dashboard-crm.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/dashboard-crm.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:21	282618/282618	---M-Z	200	added ('OK')	text/html	etag:%2244ffa-6005e6c540e0c-gzip%22	https://themesbrand.com/velzon/html/default/dashboard-crypto.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/dashboard-crypto.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:22	280046/280046	---M-Z	200	added ('OK')	text/html	etag:%22445ee-6005e6c541dac-gzip%22	https://themesbrand.com/velzon/html/default/dashboard-projects.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/dashboard-projects.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:22	277099/277099	---M-Z	200	added ('OK')	text/html	etag:%2243a6b-6005e6c540e0c-gzip%22	https://themesbrand.com/velzon/html/default/dashboard-nft.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/dashboard-nft.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:22	274271/274271	---M-Z	200	added ('OK')	text/html	etag:%2242f5f-6005e6c540e0c-gzip%22	https://themesbrand.com/velzon/html/default/dashboard-job.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/dashboard-job.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:22	207028/207028	---M-Z	200	added ('OK')	text/html	etag:%22328b4-6005e6c4e9f6a-gzip%22	https://themesbrand.com/velzon/html/default/apps-calendar.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-calendar.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:23	244203/244203	---M-Z	200	added ('OK')	text/html	etag:%223b9eb-6005e6c4eed8a-gzip%22	https://themesbrand.com/velzon/html/default/apps-mailbox.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-mailbox.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:23	227408/227408	---M-Z	200	added ('OK')	text/html	etag:%2237850-6005e6c4ece4a-gzip%22	https://themesbrand.com/velzon/html/default/apps-email-basic.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-email-basic.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:23	227689/227689	---M-Z	200	added ('OK')	text/html	etag:%2237969-6005e6c4ece4a-gzip%22	https://themesbrand.com/velzon/html/default/apps-email-ecommerce.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-email-ecommerce.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:23	214223/214223	---M-Z	200	added ('OK')	text/html	etag:%22344cf-6005e6c4eaf0a-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-add-product.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-add-product.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:23	217241/217241	---M-Z	200	added ('OK')	text/html	etag:%2235099-6005e6c4ebeaa-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-orders.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-orders.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:24	220519/220519	---M-Z	200	added ('OK')	text/html	etag:%2235d67-6005e6c4ebeaa-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-order-details.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-order-details.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:24	209714/209714	---M-Z	200	added ('OK')	text/html	etag:%2233332-6005e6c4ebeaa-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-customers.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-customers.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:24	209548/209548	---M-Z	200	added ('OK')	text/html	etag:%223328c-6005e6c4ebeaa-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-cart.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-cart.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:24	215777/215777	---M-Z	200	added ('OK')	text/html	etag:%2234ae1-6005e6c4ece4a-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-sellers.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-sellers.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:25	221817/221817	---M-Z	200	added ('OK')	text/html	etag:%2236279-6005e6c4ebeaa-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-seller-details.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-seller-details.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:25	284319/284319	---M-Z	200	added ('OK')	text/html	etag:%224569f-6005e6c4efd2a-gzip%22	https://themesbrand.com/velzon/html/default/apps-projects-list.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-projects-list.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:25	352543/352543	---M-Z	200	added ('OK')	text/html	etag:%225611f-6005e6c4f0cca-gzip%22	https://themesbrand.com/velzon/html/default/apps-projects-overview.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-projects-overview.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:25	214159/214159	---M-Z	200	added ('OK')	text/html	etag:%223448f-6005e6c4efd2a-gzip%22	https://themesbrand.com/velzon/html/default/apps-projects-create.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-projects-create.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:26	228101/228101	---M-Z	200	added ('OK')	text/html	etag:%2237b05-6005e6c4f0cca-gzip%22	https://themesbrand.com/velzon/html/default/apps-tasks-list-view.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-tasks-list-view.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:26	255138/255138	---M-Z	200	added ('OK')	text/html	etag:%223e4a2-6005e6c4f0cca-gzip%22	https://themesbrand.com/velzon/html/default/apps-tasks-details.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-tasks-details.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:26	220246/220246	---M-Z	200	added ('OK')	text/html	etag:%2235c56-6005e6c4e9f6a-gzip%22	https://themesbrand.com/velzon/html/default/apps-crm-contacts.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-crm-contacts.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:26	221741/221741	---M-Z	200	added ('OK')	text/html	etag:%223622d-6005e6c4e9f6a-gzip%22	https://themesbrand.com/velzon/html/default/apps-crm-companies.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-crm-companies.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:26	331633/331633	---M-Z	200	added ('OK')	text/html	etag:%2250f71-6005e6c4e9f6a-gzip%22	https://themesbrand.com/velzon/html/default/apps-crm-deals.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-crm-deals.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:27	229695/229695	---M-Z	200	added ('OK')	text/html	etag:%223813f-6005e6c4e9f6a-gzip%22	https://themesbrand.com/velzon/html/default/apps-crm-leads.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-crm-leads.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:27	230104/230104	---M-Z	200	added ('OK')	text/html	etag:%22382d8-6005e6c4eaf0a-gzip%22	https://themesbrand.com/velzon/html/default/apps-crypto-transactions.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-crypto-transactions.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:27	235878/235878	---M-Z	200	added ('OK')	text/html	etag:%2239966-6005e6c4eaf0a-gzip%22	https://themesbrand.com/velzon/html/default/apps-crypto-buy-sell.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-crypto-buy-sell.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:27	221075/221075	---M-Z	200	added ('OK')	text/html	etag:%2235f93-6005e6c4eaf0a-gzip%22	https://themesbrand.com/velzon/html/default/apps-crypto-orders.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-crypto-orders.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:28	236857/236857	---M-Z	200	added ('OK')	text/html	etag:%2239d39-6005e6c4eaf0a-gzip%22	https://themesbrand.com/velzon/html/default/apps-crypto-wallet.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-crypto-wallet.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:28	228773/228773	---M-Z	200	added ('OK')	text/html	etag:%2237da5-6005e6c4eaf0a-gzip%22	https://themesbrand.com/velzon/html/default/apps-crypto-ico.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-crypto-ico.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:28	216401/216401	---M-Z	200	added ('OK')	text/html	etag:%2234d51-6005e6c4eaf0a-gzip%22	https://themesbrand.com/velzon/html/default/apps-crypto-kyc.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-crypto-kyc.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:28	208892/208892	---M-Z	200	added ('OK')	text/html	etag:%2232ffc-6005e6c4eddea-gzip%22	https://themesbrand.com/velzon/html/default/apps-invoices-list.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-invoices-list.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:28	206952/206952	---M-Z	200	added ('OK')	text/html	etag:%2232868-6005e6c4eddea-gzip%22	https://themesbrand.com/velzon/html/default/apps-invoices-details.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-invoices-details.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:29	220084/220084	---M-Z	200	added ('OK')	text/html	etag:%2235bb4-6005e6c4eddea-gzip%22	https://themesbrand.com/velzon/html/default/apps-invoices-create.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-invoices-create.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:29	216223/216223	---M-Z	200	added ('OK')	text/html	etag:%2234c9f-6005e6c4f0cca-gzip%22	https://themesbrand.com/velzon/html/default/apps-tickets-list.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-tickets-list.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:29	215262/215262	---M-Z	200	added ('OK')	text/html	etag:%22348de-6005e6c4f0cca-gzip%22	https://themesbrand.com/velzon/html/default/apps-tickets-details.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-tickets-details.html	(from https://themesbrand.com/velzon/html/default/index.html)
12:37:29	227190/227190	---M-Z	200	added ('OK')	text/html	etag:%2237776-6005e6c4efd2a-gzip%22	https://themesbrand.com/velzon/html/default/apps-nft-marketplace.html	D:/games/My%20Codes/Admin%20theme/themesbrand.com/velzon/html/default/apps-nft-marketplace.html	(from https://themesbrand.com/velzon/html/default/index.html)
